	nl_ps	fol_ps	nl_h	fol_h	label	e_pred	c_pred
458	The woman is holding the paintbrush next to the artist's easel 	exists x.exists y.exists z. (Woman(x) & Paintbrush(y) & Artist(z) -> HoldsNextToEasel(x, y, z))	The lady is holding the paintbrush next to the artist's easel 	exists x.exists y.exists z. (Lady(x) & Paintbrush(y) & Artist(z) & HoldsNextTo(x, y, z) -> Easel(z))	e	False	False
459	A man is wearing a blue shirt and walking barefoot on a tennis court	exists x. (Man(x) & WearingBlueShirt(x) & WalkingBarefootOnTennisCourt(x))	A woman is wearing a blue shirt and walking barefoot on a tennis court	exists x. (Woman(x) & exists y. (BlueShirt(y) & Wearing(x, y)) & exists z. (TennisCourt(z) & WalkingBarefoot(x, z)))	n	False	False
460	The young girl is playing on the edge of a fountain and an older woman is watching her	exists x.exists y. (YoungGirl(x) & Fountain(y) & EdgeOf(x, y) & OlderWoman(z) & Watching(z, x) -> Playing(x, y))	A young girl is playing on the edge of a fountain and an older woman is watching her	exists x.exists y. (YoungGirl(x) & Fountain(f) & OlderWoman(y) -> (PlaysOnEdgeOf(x, f) & Watches(y, x)))	e	False	False
461	A young girl is playing on the edge of a fountain and an older woman is watching her	exists x.exists y. (YoungGirl(x) & Fountain(f) & OlderWoman(y) -> (PlaysOnEdgeOf(x, f) & Watches(y, x)))	A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain	exists x. exists y. exists z. (LittleGirl(x) & Woman(y) & YellowShirt(z) & CityFountain(f) & SplashedBy(x, y, z, f))	n	False	False
462	A black and white dog with a large branch is standing in the field	exists x. (Dog(x) & Black(x) & White(x) & LargeBranch(x) -> StandingInField(x))	A black and white dog with a large branch is running in the field	exists x.exists y.exists z. (Dog(x) & BlackAndWhite(x) & LargeBranch(y) & Has(x, y) & Field(z) -> RunsIn(x, z))	c	False	False
463	A black and white dog is carrying a huge stick on the green grass	exists x.exists y.exists z. (Dog(x) & BlackAndWhite(x) & HugeStick(y) & GreenGrass(z) -> CarryingOn(x, y, z))	A black and white dog with a large branch is running in the field	exists x.exists y.exists z. (Dog(x) & BlackAndWhite(x) & LargeBranch(y) & Has(x, y) & Field(z) -> RunsIn(x, z))	e	False	False
464	A boy is running through the sand	exists x. (Boy(x) & Running(x) & Through(x, sand))	A boy wearing a striped shirt is running barefoot on the sandy hill	exists x.exists y.exists z. (Boy(x) & Shirt(y) & Striped(y) & Hill(z) & Wearing(x, y) & On(x, z) -> RunBarefoot(x, z))	n	False	False
465	Two young boys are looking up at the camera and one is sticking out his tongue	exists x. exists y. exists z. (YoungBoy(x) & YoungBoy(y) & YoungBoy(z) & Camera(c) & LookingUpAt(x, c) & LookingUpAt(y, c) & StickingOutTongue(z, c))	The little boy is sticking his tongue out for the camera and another boy is looking on	exists x.exists y. (LittleBoy(x) & LittleBoy(y) & StickingTongueOut(x) & Camera(z) -> LookingOn(y, z))	n	False	False
466	A little boy is sticking his tongue out for the camera and another boy is looking on	exists x. exists y. (LittleBoy(x) & LittleBoy(y) & StickingTongueOut(x) & LookingOn(y, x))	Two kids are looking up at the camera and one is sticking out his tongue	exists x.exists y.exists z. (Kid(x) & Kid(y) & Kid(z) & LookingUpAtCamera(x) & LookingUpAtCamera(y) & StickingOutTongue(z))	e	False	False
467	A laughing child is holding a water gun and getting sprayed with water	exists x. (LaughingChild(x) -> (HoldingWaterGun(x) & GettingSprayedWithWater(x)))	A person in a blue jacket is jumping onto a tall cement wall	exists x.exists y.exists z. (Person(x) & BlueJacket(x) & TallCementWall(y) & JumpsOnto(x, y) -> Wall(z))	n	False	False
468	A person is slicing some mushrooms	exists x. (Person(x) & Slicing(x, mushrooms))	The elephant is being ridden by the woman	exists x. exists y. (Elephant(x) & Woman(y) & Riding(y, x))	n	False	False
469	Two small children are playing with a toy car in the street	exists x. exists y. exists z. (Child(x) & Child(y) & ToyCar(z) & PlayingWith(x, y, z) & InStreet(z))	A dog is running through a field and is chasing a toy	exists x.exists y.exists z. (Dog(x) & Field(y) & Toy(z) -> (RunsThrough(x, y) & Chases(x, z)))	n	False	False
470	A man is playing an electric guitar	exists x. (Man(x) & Playing(x, ElectricGuitar))	A group of people is holding drinks and pointing at the camera	exists x. (Group(x) -> (HoldingDrinks(x) & PointingAtCamera(x)))	n	False	False
471	A girl in gold and purple is holding a rainbow afghan	exists x. (Girl(x) & Gold(x) & Purple(x) -> HoldingRainbowAfghan(x))	A man is squatting in brush and taking a photo	exists x. (Man(x) & SquattingInBrush(x) & TakingPhoto(x))	n	False	False
472	Two people are riding a bike	exists x. exists y. (Person(x) & Person(y) & RidingBike(x, y))	A practicing jumper is tossing a person's snowboard into the air	exists x.exists y.exists z. (PracticingJumper(x) & Person(y) & Snowboard(z) -> TossesIntoAir(x, y, z))	n	False	False
473	Some instruments are being played by a band	exists x.exists y. (Instrument(x) & Band(y) & PlayedBy(x, y))	A young, topless woman is covered in paint	exists x. (Young(x) & Topless(x) -> CoveredInPaint(x))	n	False	False
474	A family is buying something at the vending machine	exists x. exists y. exists z. (Family(x) & VendingMachine(y) & (Buying(x, z) & Something(z)))	A man in a suit is standing at a microphone and singing	exists x. (Man(x) & InSuit(x) -> (StandingAtMicrophone(x) & Singing(x)))	n	False	False
475	A bike is being ridden over a monkey	exists x.exists y. (Bike(x) & Monkey(y) -> RiddenOver(x, y))	A person is riding a dirt bike down a dirt hill	exists x. exists y. exists z. (Person(x) & DirtBike(y) & DirtHill(z) & Riding(x, y, z))	n	False	False
476	A biker is riding away from a fence	exists x.exists y. (Biker(x) & Fence(y) -> RidingAwayFrom(x, y))	A man is dancing on the road	exists x. (Man(x) & Dancing(x))	n	False	False
477	A woman is playing an electric guitar	exists x. (Woman(x) & Playing(x, ElectricGuitar))	A kid is playing guitar	exists x. (Kid(x) & PlayingGuitar(x))	n	False	False
478	The animal is grazing on the grass	exists x. exists y. (Animal(x) & Grass(y) -> GrazingOn(x, y))	The cop is sitting on a police bike	exists x. exists y. (Cop(x) & PoliceBike(y) & SittingOn(x, y))	n	False	False
479	The dog is snapping at some droplets of water	exists x.exists y. (Dog(x) & Droplet(y) & SnappingAt(x, y))	A girl in a band is playing an instrument	exists x.exists y. (Girl(x) & Band(y) -> PlayingInstrument(x, y))	n	False	False
480	A young man is pushing a motocross bike down a dirt hill	exists x.exists y.exists z. (YoungMan(x) & MotocrossBike(y) & DirtHill(z) -> Pushing(x, y, z))	A dog is swimming after a tennis ball	exists x. exists y. (Dog(x) & TennisBall(y) & Swimming(x, y))	n	False	False
