	nl_ps	fol_ps	nl_h	fol_h	label	e_pred	c_pred
412	A dog is turning on the grass and pursuing a flying tennis ball	all x. (Dog(x) -> (TurningOnGrass(x) & PursuingFlyingTennisBall(x)))	A yellow dog is chasing a ball	exists z500. all x.all y. ((Yellow(x, z500) & Dog(z500)) & Ball(y) -> Chasing(x, y))	n	False	False
413	A woman in blue jeans is standing in front of a group of children beside a stone built house	exists z500. all x.all y.all z. (Woman(x) & (Blue(x, z500) & Jeans(z500)) & GroupOfChildren(y) & StoneBuiltHouse(z) -> StandingInFrontOf(x, y) & Beside(x, z))	No lady is standing on the street and is surrounded by school children	not exists x. (Lady(x) & StandingOnStreet(x) & SurroundedBySchoolChildren(x))	n	False	False
414	A lady is standing on the street and is surrounded by school children	exists z500. all x.all y. (Lady(x) & Street(y) -> exists z. ((School(z, z500) & Child(z500)) & SurroundedBy(x, z, y)))	A man in blue jeans is standing in front of a group of children beside a stone built house	exists z500. all x.all y.all z. (Man(x) & (Blue(x, z500) & Jeans(z500)) & GroupOfChildren(y) & StoneBuiltHouse(z) -> StandingInFrontOf(x, y) & Beside(x, z))	n	False	False
415	A guy is leaping into the air in wood	exists z500. exists x. (Guy(x) & LeapingIntoAir(x) & (In(x, z500) & Wood(z500)))	A guy is leaping into the air in a wooded area	exists z500. exists z500. exists x. (Guy(x) & Leaping(x) & (Into(x, z500) & Air(z500)) & (Wooded(x, z500) & Area(z500)))	n	False	False
416	A dog is running with a ball	exists x.exists y. (Dog(x) & Ball(y) & Running(x, y))	The black dog is carrying a blue and white ball in its mouth	exists z500. all x.all y. ((Black(x, z500) & Dog(z500)) & BlueAndWhiteBall(y) -> CarryingInMouth(x, y))	n	False	False
417	The man in blue is posing for a picture next to a vehicle	all x.all y.all z. (Man(x) & Blue(x) & Picture(y) & Vehicle(z) -> PosingNextTo(x, y, z))	A man is standing at the wheel of a classic American car that has its door and trunk open	exists z500. exists z500. exists x. exists y. exists z. (Man(x) & ClassicAmericanCar(y) & Wheel(z) & StandingAt(x, z) & (Door(y, z500) & Open(z500)) & (Trunk(y, z500) & Open(z500)))	n	False	False
418	A man is skiing down a hill and jumping a red obstacle	exists x. (Man(x) & Skiing(x) & Jumping(x, redObstacle))	A man is snowboarding down a railing in the snow	exists z500. exists z500. exists x. (Man(x) & Snowboarding(x) & (Down(x, z500) & Railing(z500)) & (In(x, z500) & Snow(z500)))	n	False	False
419	The skateboarder is jumping in the air	exists x. (Skateboarder(x) & JumpingInAir(x))	A skateboarder is jumping in the air	all x. (Skateboarder(x) -> JumpingInAir(x))	e	False	False
420	A snowboarder is grinding down a long concrete rail	all x.all y. (Snowboarder(x) & LongConcreteRail(y) -> Grinding(x, y))	A person is doing acrobatics on a snowboard	exists x. (Person(x) & Acrobatics(x) & On(x, snowboard))	n	False	False
421	A group of people is walking down the street and a person in a green hat is on the phone	exists z500. exists z500. exists x. exists y. (Group(x) & Person(y) & WalkingDownStreet(x) & (Green(y, z500) & Hat(z500)) & (On(y, z500) & Phone(z500)))	Four people are walking along a city sidewalk and the one in the green hat is phoning someone	exists z500. exists x. exists y. exists z. exists w. (Person(x) & Person(y) & Person(z) & Person(w) & WalkingAlongSidewalk(x, y, z, w) & (Green(x, z500) & Hat(z500)) & Phoning(x, w))	n	False	False
422	A surfer is surfing a big wave	all x.all y. (Surfer(x) & Wave(y) & Big(y) -> Surfing(x, y))	A surfer is surfing a huge wave	all x.all y. (Surfer(x) & Wave(y) & Huge(y) -> Surfing(x, y))	e	False	False
423	A person with a red hooded jacket and a black backpack is walking near a rocky wall	exists z500. all x. (Person(x) & RedHoodedJacket(x) & (Black(x, z500) & Backpack(z500)) -> WalkingNearRockyWall(x))	A man in a red jacket and khaki pants is walking through an European state	all x. (Man(x) & WearingRedJacket(x) & WearingKhakiPants(x) -> WalkingThroughEuropeanState(x))	n	False	False
424	The players is maneuvering for the soccer ball	exists z500. all x.all y. (Player(x) & (Soccer(y, z500) & Ball(z500)) -> ManeuversFor(x, y))	A man in green is kicking a soccer ball and a man in purple and white is rising up	exists z500. exists z500. all x.all y.all z. (Man(x) & Green(x) & (Soccer(y, z500) & Ball(z500)) & Kicking(x, y) & Man(z) & PurpleAndWhite(z) -> (Rising(z, z500) & Up(z500)))	n	False	False
425	The man dressed in leather chaps and a purple shirt is standing in front of someone lookers	exists z500. all x.all y. (Man(x) & DressedInLeatherChaps(x) & (Purple(x, z500) & Shirt(z500)) & StandingInFrontOf(x, y) -> Looker(y))	A man is wearing a purple shirt and black leather chaps and is posing for the camera	exists x. (Man(x) & WearingPurpleShirt(x) & WearingBlackLeatherChaps(x) & PosingForCamera(x))	n	False	False
426	A dog is in a sandy area with the sand that is being stirred up into the air and several plants are in the background	exists z500. all x. all y. all z. (Dog(x) & (Sandy(y, z500) & Area(z500)) & Sand(z) & InArea(x, y) & StirredUpIntoAir(z) -> HasPlantsInBackground(x))	A dog is in the sand that is blowing in the air	exists x. exists y. exists z. (Dog(x) & Sand(y) & Air(z) & In(x, y) & BlowingIn(y, z))	n	False	False
427	No dog is in the sand that is blowing in the wind	exists z500. all x. (Dog(x) & (In(x, z500) & Sand(z500)) -> not BlowingInWind(x))	A dog is in a sandy area with the sand that is being stirred up into the air and several plants are in the background	exists z500. all x. all y. all z. (Dog(x) & (Sandy(y, z500) & Area(z500)) & Sand(z) & InArea(x, y) & StirredUpIntoAir(z) -> HasPlantsInBackground(x))	c	False	False
428	A dog is jumping into the air in the country	exists x. exists y. (Dog(x) & Country(y) & JumpsIntoAir(x, y))	A dog is jumping in the shade of some trees	exists x.exists y. (Dog(x) & Tree(y) & JumpsInShade(x, y))	n	False	False
429	A dog is jumping in the shade of some trees	exists x.exists y. (Dog(x) & Tree(y) & JumpsInShade(x, y))	A cat is jumping high into the air in the country	all x.all y. (Cat(x) & Country(y) -> JumpsHighIntoAir(x, y))	n	False	False
430	A cluster of four brown dogs are playing in a field of brown grass	exists x. exists y. exists z. (Cluster(x) & Dog(y) & Dog(z) & Brown(y) & Brown(z) & PlayingIn(y, x) & PlayingIn(z, x))	Four dogs are not playing in a grassy area	exists x. (Dog(x) & not PlayingInGrassyArea(x))	c	False	False
431	A big brown and white spotted dog is lying on a jacket on the street	exists z500. exists z500. exists x. (Dog(x) & Big(x) & Brown(x) & (White(x, z500) & Spotted(z500)) & LyingOn(x, jacket) & (On(x, z500) & Street(z500)))	The dog is having a nap in the park	exists x. (Dog(x) & exists y. (Park(y) & Napping(x, y)))	n	False	False
432	A man on a yellow sport bike is doing a wheelie and a friend on a black bike is catching up	exists z500. exists z500. all x.all y. (Man(x) & YellowSportBike(x) & Wheelie(x) & Friend(y) & (Black(y, z500) & Bike(z500)) -> (Catching(y, z500) & Up(z500)))	The rider dressed in orange is driving a motorcycle on one wheel	all x.all y. (Rider(x) & Motorcycle(y) & DressedInOrange(x) -> DrivingOnOneWheel(x, y))	n	False	False
433	An elder man is sitting on a bench and is wearing a gray jacket and black pants	exists z500. exists x. ((Elder(x, z500) & Man(z500)) & SittingOnBench(x) & WearingGrayJacket(x) & WearingBlackPants(x))	An elderly man is sitting on a bench	exists z500. exists x. exists y. ((Elderly(x, z500) & Man(z500)) & Bench(y) & SittingOn(x, y))	e	False	False
434	The woman is holding the paintbrush next to the artist's easel 	all x.all y.all z. (Woman(x) & Paintbrush(y) & Artist(z) -> HoldsNextToEasel(x, y, z))	The lady is holding the paintbrush next to the artist's easel 	all x.all y.all z. (Lady(x) & Paintbrush(y) & Artist(z) & HoldsNextTo(x, y, z) -> Easel(z))	e	False	False
435	A man is wearing a blue shirt and walking barefoot on a tennis court	exists x. (Man(x) & WearingBlueShirt(x) & WalkingBarefootOnTennisCourt(x))	A woman is wearing a blue shirt and walking barefoot on a tennis court	exists z500. exists z500. exists x. (Woman(x) & exists y. ((Blue(y, z500) & Shirt(z500)) & Wearing(x, y)) & exists z. ((Tennis(z, z500) & Court(z500)) & WalkingBarefoot(x, z)))	n	False	False
436	The young girl is playing on the edge of a fountain and an older woman is watching her	exists z500. exists z500. all x.all y. ((Young(x, z500) & Girl(z500)) & Fountain(y) & EdgeOf(x, y) & (Older(z, z500) & Woman(z500)) & Watching(z, x) -> Playing(x, y))	A young girl is playing on the edge of a fountain and an older woman is watching her	exists z500. exists z500. all x.all y. ((Young(x, z500) & Girl(z500)) & Fountain(f) & (Older(y, z500) & Woman(z500)) -> (PlaysOnEdgeOf(x, f) & Watches(y, x)))	e	False	False
437	A young girl is playing on the edge of a fountain and an older woman is watching her	exists z500. exists z500. all x.all y. ((Young(x, z500) & Girl(z500)) & Fountain(f) & (Older(y, z500) & Woman(z500)) -> (PlaysOnEdgeOf(x, f) & Watches(y, x)))	A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain	exists z500. exists z500. exists z500. exists x. exists y. exists z. ((Little(x, z500) & Girl(z500)) & Woman(y) & (Yellow(z, z500) & Shirt(z500)) & (City(f, z500) & Fountain(z500)) & SplashedBy(x, y, z, f))	n	False	False
438	A black and white dog with a large branch is standing in the field	exists z500. all x. (Dog(x) & Black(x) & White(x) & (Large(x, z500) & Branch(z500)) -> StandingInField(x))	A black and white dog with a large branch is running in the field	exists z500. all x.all y.all z. (Dog(x) & BlackAndWhite(x) & (Large(y, z500) & Branch(z500)) & Has(x, y) & Field(z) -> RunsIn(x, z))	c	False	False
439	A black and white dog is carrying a huge stick on the green grass	exists z500. exists z500. all x.all y.all z. (Dog(x) & BlackAndWhite(x) & (Huge(y, z500) & Stick(z500)) & (Green(z, z500) & Grass(z500)) -> CarryingOn(x, y, z))	A black and white dog with a large branch is running in the field	exists z500. all x.all y.all z. (Dog(x) & BlackAndWhite(x) & (Large(y, z500) & Branch(z500)) & Has(x, y) & Field(z) -> RunsIn(x, z))	e	False	False
440	A boy is running through the sand	exists x. (Boy(x) & Running(x) & Through(x, sand))	A boy wearing a striped shirt is running barefoot on the sandy hill	all x.all y.all z. (Boy(x) & Shirt(y) & Striped(y) & Hill(z) & Wearing(x, y) & On(x, z) -> RunBarefoot(x, z))	n	False	False
441	Two young boys are looking up at the camera and one is sticking out his tongue	exists z500. exists x. exists y. exists z. ((Young(x, z500) & Boy(z500)) & YoungBoy(y) & YoungBoy(z) & Camera(c) & LookingUpAt(x, c) & LookingUpAt(y, c) & StickingOutTongue(z, c))	The little boy is sticking his tongue out for the camera and another boy is looking on	exists z500. all x.all y. ((Little(x, z500) & Boy(z500)) & LittleBoy(y) & StickingTongueOut(x) & Camera(z) -> LookingOn(y, z))	n	False	False
442	A little boy is sticking his tongue out for the camera and another boy is looking on	exists z500. exists x. exists y. ((Little(x, z500) & Boy(z500)) & LittleBoy(y) & StickingTongueOut(x) & LookingOn(y, x))	Two kids are looking up at the camera and one is sticking out his tongue	exists x.exists y.exists z. (Kid(x) & Kid(y) & Kid(z) & LookingUpAtCamera(x) & LookingUpAtCamera(y) & StickingOutTongue(z))	e	False	False
443	A laughing child is holding a water gun and getting sprayed with water	exists z500. all x. ((Laughing(x, z500) & Child(z500)) -> (HoldingWaterGun(x) & GettingSprayedWithWater(x)))	A person in a blue jacket is jumping onto a tall cement wall	exists z500. all x.all y.all z. (Person(x) & (Blue(x, z500) & Jacket(z500)) & TallCementWall(y) & JumpsOnto(x, y) -> Wall(z))	n	False	False
444	A person is slicing some mushrooms	exists x. (Person(x) & Slicing(x, mushrooms))	The elephant is being ridden by the woman	exists x. exists y. (Elephant(x) & Woman(y) & Riding(y, x))	n	False	False
445	A man is playing an electric guitar	exists x. (Man(x) & Playing(x, ElectricGuitar))	A group of people is holding drinks and pointing at the camera	exists z500. all x. (Group(x) -> ((Holding(x, z500) & Drinks(z500)) & PointingAtCamera(x)))	n	False	False
446	A girl in gold and purple is holding a rainbow afghan	all x. (Girl(x) & Gold(x) & Purple(x) -> HoldingRainbowAfghan(x))	A man is squatting in brush and taking a photo	exists z500. exists x. (Man(x) & SquattingInBrush(x) & (Taking(x, z500) & Photo(z500)))	n	False	False
447	Two people are riding a bike	exists x. exists y. (Person(x) & Person(y) & RidingBike(x, y))	A practicing jumper is tossing a person's snowboard into the air	exists z500. all x.all y.all z. ((Practicing(x, z500) & Jumper(z500)) & Person(y) & Snowboard(z) -> TossesIntoAir(x, y, z))	n	False	False
448	Some instruments are being played by a band	exists x.exists y. (Instrument(x) & Band(y) & PlayedBy(x, y))	A young, topless woman is covered in paint	all x. (Young(x) & Topless(x) -> CoveredInPaint(x))	n	False	False
449	A family is buying something at the vending machine	exists z500. exists x. exists y. exists z. (Family(x) & (Vending(y, z500) & Machine(z500)) & (Buying(x, z) & Something(z)))	A man in a suit is standing at a microphone and singing	exists z500. all x. (Man(x) & (In(x, z500) & Suit(z500)) -> (StandingAtMicrophone(x) & Singing(x)))	n	False	False
450	A bike is being ridden over a monkey	all x.all y. (Bike(x) & Monkey(y) -> RiddenOver(x, y))	A person is riding a dirt bike down a dirt hill	exists z500. exists z500. exists x. exists y. exists z. (Person(x) & (Dirt(y, z500) & Bike(z500)) & (Dirt(z, z500) & Hill(z500)) & Riding(x, y, z))	n	False	False
451	A biker is riding away from a fence	all x.all y. (Biker(x) & Fence(y) -> RidingAwayFrom(x, y))	A man is dancing on the road	exists x. (Man(x) & Dancing(x))	n	False	False
452	The animal is grazing on the grass	all x. all y. (Animal(x) & Grass(y) -> GrazingOn(x, y))	The cop is sitting on a police bike	exists z500. exists x. exists y. (Cop(x) & (Police(y, z500) & Bike(z500)) & SittingOn(x, y))	n	False	False
453	The dog is snapping at some droplets of water	exists x.exists y. (Dog(x) & Droplet(y) & SnappingAt(x, y))	A girl in a band is playing an instrument	all x.all y. (Girl(x) & Band(y) -> PlayingInstrument(x, y))	n	False	False
454	A young man is pushing a motocross bike down a dirt hill	exists z500. exists z500. exists z500. all x.all y.all z. ((Young(x, z500) & Man(z500)) & (Motocross(y, z500) & Bike(z500)) & (Dirt(z, z500) & Hill(z500)) -> Pushing(x, y, z))	A dog is swimming after a tennis ball	exists z500. exists x. exists y. (Dog(x) & (Tennis(y, z500) & Ball(z500)) & Swimming(x, y))	n	False	False
