	p_1_nl	p_1_fol	p_2_nl	p_2_fol	h_nl	h_fol	label	exception
82	Two dogs are playing by a tree	exists x.exists y.exists z. (Dog(x) & Dog(y) & Tree(z) & PlayingBy(x, y, z))			A dog is catching a stick in the air and another is watching	exists x. exists y. (Dog(x) & Dog(y) & CatchingStick(x) & Watching(y, x))	n	[WinError 193] %1 is not a valid Win32 application
83	Two dogs are playing by a tree	exists x.exists y.exists z. (Dog(x) & Dog(y) & Tree(z) & PlayingBy(x, y, z))			There is no dog leaping in the air	not exists x. (Dog(x) & LeapingInAir(x))	n	[WinError 193] %1 is not a valid Win32 application
84	Two dogs are playing by a tree	exists x.exists y.exists z. (Dog(x) & Dog(y) & Tree(z) & PlayingBy(x, y, z))			A dog is leaping high in the air and another is watching	exists x. exists y. (Dog(x) & Dog(y) & LeapingHigh(x) & Watching(y, x))	n	[WinError 193] %1 is not a valid Win32 application
85	A girl in white is dancing	all x. (Girl(x) & WearingWhite(x) -> Dancing(x))			The dancer is dancing in front of the sound equipment	Dancer(dancer) & DancingInFrontOf(dancer, soundEquipment)	n	[WinError 193] %1 is not a valid Win32 application
86	A girl in white is dancing	all x. (Girl(x) & WearingWhite(x) -> Dancing(x))			The blond girl is dancing behind the sound equipment	exists x. (Girl(x) & Blond(x) & DancingBehind(x, SoundEquipment))	n	[WinError 193] %1 is not a valid Win32 application
87	A girl is wearing white clothes and is dancing	exists x. (Girl(x) & WearingWhiteClothes(x) & Dancing(x))			The blond girl is dancing in front of the sound equipment	DancingInFrontOfSoundEquipment(blondGirl)	n	[WinError 193] %1 is not a valid Win32 application
88	The blond girl is dancing in front of the sound equipment	DancingInFrontOfSoundEquipment(blondGirl)			There is no girl in white dancing	not exists x. (Girl(x) & White(x) & Dancing(x))	n	[WinError 193] %1 is not a valid Win32 application
89	Three Asian kids are dancing and a man is looking	exists x. exists y. exists z. (AsianKid(x) & AsianKid(y) & AsianKid(z) & Dancing(x) & Dancing(y) & Dancing(z) & Man(x) & Looking(x))			Three Asian kids are dancing and there is no man looking	exists x. exists y. exists z. (AsianKid(x) & AsianKid(y) & AsianKid(z) & Dancing(x) & Dancing(y) & Dancing(z) & not exists w. (Man(w) & Looking(w)))	c	[WinError 193] %1 is not a valid Win32 application
90	Three Asian kids are dancing and a man is looking	exists x. exists y. exists z. (AsianKid(x) & AsianKid(y) & AsianKid(z) & Dancing(x) & Dancing(y) & Dancing(z) & Man(x) & Looking(x))			An Asian man is dancing and three kids are looking	exists x. exists y. exists z. (AsianMan(x) & Dancing(x) & Kid(y) & Kid(z) & LookingAt(y, x) & LookingAt(z, x))	n	[WinError 193] %1 is not a valid Win32 application
91	The children of a family are playing and waiting	all x.all y. (Family(x) & Child(y, x) -> (Plays(y) & Waits(y)))			Three Asian kids are dancing and a serious man is looking	exists x. exists y. exists z. (AsianKid(x) & AsianKid(y) & AsianKid(z) & Dancing(x) & Dancing(y) & Dancing(z) & SeriousMan(x) & Looking(x))	n	[WinError 193] %1 is not a valid Win32 application
92	The children of a family are patiently playing and waiting	all x. (Family(x) -> (exists y. (Child(y) & PatientlyPlaying(y) & Waiting(y))))			Three Asian kids are dancing and a man is looking	exists x. exists y. exists z. (AsianKid(x) & AsianKid(y) & AsianKid(z) & Dancing(x) & Dancing(y) & Dancing(z) & Man(x) & Looking(x))	n	[WinError 193] %1 is not a valid Win32 application
93	There are no children playing and waiting	not exists x. (Child(x) & Playing(x) & Waiting(x))			Three Asian kids are dancing and a man is looking	exists x. exists y. exists z. (AsianKid(x) & AsianKid(y) & AsianKid(z) & Dancing(x) & Dancing(y) & Dancing(z) & Man(x) & Looking(x))	n	[WinError 193] %1 is not a valid Win32 application
94	A woman is wearing an Egyptian hat on her head	exists x. (Woman(x) & exists y. (EgyptianHat(y) & WearingOnHead(x, y)))			A woman is wearing an Egyptian headdress	exists x. (Woman(x) & exists y. (EgyptianHeaddress(y) & Wearing(x, y)))	e	[WinError 193] %1 is not a valid Win32 application
95	A woman is wearing an Egyptian headdress	exists x. (Woman(x) & exists y. (EgyptianHeaddress(y) & Wearing(x, y)))			A woman is wearing an Indian headdress	exists x. (Woman(x) & exists y. (IndianHeaddress(y) & Wearing(x, y)))	n	[WinError 193] %1 is not a valid Win32 application
96	The black woman is wearing glasses over the headdress	all x. (BlackWoman(x) -> WearsGlassesOverHeaddress(x))			A woman is wearing an Egyptian headdress	exists x. (Woman(x) & exists y. (EgyptianHeaddress(y) & Wearing(x, y)))	n	[WinError 193] %1 is not a valid Win32 application
97	A woman is wearing an Egyptian hat on her head	exists x. (Woman(x) & exists y. (EgyptianHat(y) & WearingOnHead(x, y)))			The woman is wearing glasses and a black headdress	exists x. (Woman(x) & WearingGlasses(x) & WearingBlackHeaddress(x))	n	[WinError 193] %1 is not a valid Win32 application
98	A hiker is on top of the mountain and is dancing	exists x. (Hiker(x) & OnTopOfMountain(x) & Dancing(x))			There is no hiker dancing on top of the mountain	not exists x. (Hiker(x) & DancingOnTopOfMountain(x))	c	[WinError 193] %1 is not a valid Win32 application
99	There is no man on a rock high above some trees standing in a strange position	not exists x. (Man(x) & OnRock(x) & HighAboveTrees(x) & StandingInStrangePosition(x))			A man is on a rock high above some trees and is standing in a strange position	exists x. (Man(x) & OnRock(x) & HighAboveTrees(x) & StandingInStrangePosition(x))	c	[WinError 193] %1 is not a valid Win32 application
100	A hiker is on top of the mountain and is dancing	exists x. (Hiker(x) & OnTopOfMountain(x) & Dancing(x))			A man is on a rock high above some trees and is standing in an uncomfortable position	exists x. (Man(x) & OnRock(x) & HighAboveTrees(x) & StandingInUncomfortablePosition(x))	n	[WinError 193] %1 is not a valid Win32 application
101	A hiker is on top of the mountain and is dancing	exists x. (Hiker(x) & OnTopOfMountain(x) & Dancing(x))			There is no man on a rock high above some trees standing in a strange position	not exists x. (Man(x) & OnRock(x) & HighAboveTrees(x) & StandingInStrangePosition(x))	n	[WinError 193] %1 is not a valid Win32 application
102	A man is on a rock high above some trees and is standing in a strange position	exists x. (Man(x) & OnRock(x) & HighAboveTrees(x) & StandingInStrangePosition(x))			A hiker is on top of the mountain and is doing a joyful dance	all x. (Hiker(x) -> (OnTopOfMountain(x) & JoyfulDance(x)))	n	[WinError 193] %1 is not a valid Win32 application
103	There is no hiker dancing on top of the mountain	not exists x. (Hiker(x) & DancingOnTopOfMountain(x))			A man is on a rock high above some trees and is standing in a strange position	exists x. (Man(x) & OnRock(x) & HighAboveTrees(x) & StandingInStrangePosition(x))	n	[WinError 193] %1 is not a valid Win32 application
104	The brown horse is very near a red barrel at the rodeo	all x.all y. (BrownHorse(x) & RedBarrel(y) -> VeryNear(x, y))			The brown horse is near a red barrel at the rodeo	exists x. exists y. (Horse(x) & RedBarrel(y) & Near(x, y))	e	[WinError 193] %1 is not a valid Win32 application
105	The brown horse is near a red barrel at the rodeo	exists x. exists y. (Horse(x) & RedBarrel(y) & Near(x, y))			The brown horse is far from a red barrel at the rodeo	all x.all y. (BrownHorse(x) & RedBarrel(y) -> FarFrom(x, y))	c	[WinError 193] %1 is not a valid Win32 application
106	A cowgirl is riding a brown horse and is cornering a barrel	all x.all y.all z. (Cowgirl(x) & Horse(y) & Barrel(z) -> (Riding(x, y) & Cornering(x, z)))			The brown horse is near a red barrel at the rodeo	exists x. exists y. (Horse(x) & RedBarrel(y) & Near(x, y))	n	[WinError 193] %1 is not a valid Win32 application
107	A cowgirl is riding a horse and corners a barrel	all x.all y.all z. (Cowgirl(x) & Horse(y) & Barrel(z) -> (Riding(x, y) & Corners(x, z)))			The brown horse is near a red barrel at the rodeo	exists x. exists y. (Horse(x) & RedBarrel(y) & Near(x, y))	n	[WinError 193] %1 is not a valid Win32 application
108	A boy is standing in the cold water	exists x. (Boy(x) & StandingInColdWater(x))			A boy is standing in the water	exists x. (Boy(x) & StandingInWater(x))	e	[WinError 193] %1 is not a valid Win32 application
109	The boy is sitting near the blue ocean	exists x. exists y. (Boy(x) & BlueOcean(y) & SittingNear(x, y))			The boy is wading through the blue ocean	Boy(x) & Wading(x) & BlueOcean(y) & Through(x, y)	c	[WinError 193] %1 is not a valid Win32 application
110	A boy is standing in the water	exists x. (Boy(x) & StandingInWater(x))			The kid is swimming through the blue ocean	all x. (Kid(x) -> SwimmingThroughBlueOcean(x))	n	[WinError 193] %1 is not a valid Win32 application
111	The boy is wading through the blue ocean	Boy(x) & Wading(x) & BlueOcean(y) & Through(x, y)			A boy is standing in the cold water	exists x. (Boy(x) & StandingInColdWater(x))	n	[WinError 193] %1 is not a valid Win32 application
112	A man is playing a guitar on stage	exists x. exists y. exists z. (Man(x) & Guitar(y) & Stage(z) & PlayingOn(x, y, z))			There is no man playing a guitar on stage	not exists x. (Man(x) & PlayingGuitar(x) & OnStage(x))	c	[WinError 193] %1 is not a valid Win32 application
113	A man is playing a guitar on stage	exists x. exists y. exists z. (Man(x) & Guitar(y) & Stage(z) & PlayingOn(x, y, z))			A guitarist has blonde and flyaway hair	all x. (Guitarist(x) -> (BlondeHair(x) & FlyawayHair(x)))	n	[WinError 193] %1 is not a valid Win32 application
114	A man is playing a guitar on stage	exists x. exists y. exists z. (Man(x) & Guitar(y) & Stage(z) & PlayingOn(x, y, z))			A bald person is playing a guitar	all x. (Bald(x) -> exists y. (Guitar(y) & Playing(x, y)))	n	[WinError 193] %1 is not a valid Win32 application
115	There is no man playing a guitar on stage	not exists x. (Man(x) & PlayingGuitar(x) & OnStage(x))			A person has blonde and flyaway hair and is playing a guitar	exists x. (Person(x) & BlondeHair(x) & FlyawayHair(x) & PlayingGuitar(x))	n	[WinError 193] %1 is not a valid Win32 application
116	Several children are sitting down and have their knees raised	exists x. exists y. exists z. (Child(x) & Child(y) & Child(z) & Sitting(x) & Sitting(y) & Sitting(z) & KneesRaised(x) & KneesRaised(y) & KneesRaised(z))			Several children are lying down and are raising their knees	exists x. exists y. exists z. (Child(x) & Child(y) & Child(z) & LyingDown(x) & LyingDown(y) & LyingDown(z) & RaisingKnees(x) & RaisingKnees(y) & RaisingKnees(z))	n	[WinError 193] %1 is not a valid Win32 application
117	Two young girls are sitting on the ground	exists x. exists y. (YoungGirl(x) & YoungGirl(y) & SittingOnGround(x) & SittingOnGround(y))			Two girls are sitting on the ground	exists x.exists y. (Girl(x) & Girl(y) & SittingOnGround(x) & SittingOnGround(y))	e	[WinError 193] %1 is not a valid Win32 application
118	Two girls are lying on the ground	exists x. exists y. (Girl(x) & Girl(y) & LyingOnGround(x) & LyingOnGround(y))			Several children are sitting down and have their knees raised	exists x. exists y. exists z. (Child(x) & Child(y) & Child(z) & Sitting(x) & Sitting(y) & Sitting(z) & KneesRaised(x) & KneesRaised(y) & KneesRaised(z))	n	[WinError 193] %1 is not a valid Win32 application
119	A nude lady is walking in front of a crowd in body paint	all x.all y. (NudeLady(x) & Crowd(y) -> WalkingInFrontOf(x, y))			There is no lady walking in body paint in front of a crowd 	not exists x. (Lady(x) & Walking(x) & BodyPaint(x) & InFrontOfCrowd(x))	c	[WinError 193] %1 is not a valid Win32 application
120	A nude lady is walking in front of a crowd in body paint	all x.all y. (NudeLady(x) & Crowd(y) -> WalkingInFrontOf(x, y))			A nude crowd in body paint is walking in front of a lady 	all x.all y. (NudeCrowd(x) & BodyPaint(x) & Lady(y) -> WalkingInFrontOf(x, y))	n	[WinError 193] %1 is not a valid Win32 application
121	A young, topless woman is covered in paint	all x. (Young(x) & Topless(x) -> CoveredInPaint(x))			A topless girl is covered in paint	all x. (ToplessGirl(x) -> CoveredInPaint(x))	e	[WinError 193] %1 is not a valid Win32 application
122	A nude lady is walking in front of a crowd in body paint	all x.all y. (NudeLady(x) & Crowd(y) -> WalkingInFrontOf(x, y))			A topless girl is covered in paint	all x. (ToplessGirl(x) -> CoveredInPaint(x))	e	[WinError 193] %1 is not a valid Win32 application
123	A nude crowd in body paint is walking in front of a lady 	all x.all y. (NudeCrowd(x) & BodyPaint(x) & Lady(y) -> WalkingInFrontOf(x, y))			A young, topless woman is covered in paint	all x. (Young(x) & Topless(x) -> CoveredInPaint(x))	n	[WinError 193] %1 is not a valid Win32 application
124	A nude lady is walking in front of a crowd in body paint	all x.all y. (NudeLady(x) & Crowd(y) -> WalkingInFrontOf(x, y))			A young, topless woman is covered in paint	all x. (Young(x) & Topless(x) -> CoveredInPaint(x))	n	[WinError 193] %1 is not a valid Win32 application
125	A group of people is near the ocean	exists x. (Group(x) & NearOcean(x))			A crowd of people is near the water	exists x. (Crowd(x) & Near(x, Water))	e	[WinError 193] %1 is not a valid Win32 application
126	A crowd of people is near the water	exists x. (Crowd(x) & Near(x, Water))			A crowd of people is far from the water	all x. (Crowd(x) -> not NearWater(x))	c	[WinError 193] %1 is not a valid Win32 application
127	A group of children in uniforms is standing at a gate and one is kissing the mother	all x.all y.all z. (GroupOfChildren(x) & Uniforms(x) & Gate(y) & Mother(z) -> (StandingAt(x, y) & Kissing(x, z)))			A group of children wearing the same clothes is waiting at a gate and one is kissing the mother	all x.all y.all z. (Group(x) & Children(y) & Clothes(z) & WearSame(y, z) & WaitingAtGate(x, y) & KissingMother(x, z) -> GroupOfChildren(x))	e	[WinError 193] %1 is not a valid Win32 application
128	A group of mothers in uniforms is standing near the children and one is kissing the gate	all x.all y.all z. (Mother(x) & Group(y) & Uniform(x) & Child(z) -> (StandingNear(y, z) & KissingGate(x)))			A group of children in uniforms is standing at a gate and one is kissing the mother	all x.all y.all z. (GroupOfChildren(x) & Uniforms(x) & Gate(y) & Mother(z) -> (StandingAt(x, y) & Kissing(x, z)))	n	[WinError 193] %1 is not a valid Win32 application
129	A man is in a parking lot and is playing tennis against a large wall	exists x. exists y. exists z. (Man(x) & ParkingLot(y) & Tennis(z) & In(x, y) & PlayingAgainst(x, z) & LargeWall(z))			A man is in a parking lot and is playing tennis against a friend	exists x. exists y. exists z. (Man(x) & ParkingLot(y) & Friend(z) & In(x, y) & PlayingTennisAgainst(x, z))	n	[WinError 193] %1 is not a valid Win32 application
130	A man is in a parking lot and is playing tennis against a large wall	exists x. exists y. exists z. (Man(x) & ParkingLot(y) & Tennis(z) & In(x, y) & PlayingAgainst(x, z) & LargeWall(z))			There is no man pointing at a car	not exists x. (Man(x) & PointingAt(x, car))	n	[WinError 193] %1 is not a valid Win32 application
